               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,            0.034628,            0.030952,            0.010911,             0.75278,             0.71066,             0.76617,             0.49917,            0.032752,            0.018762,           0.0072065,             0.00208,             0.00208,             0.00208
                  82,            0.034508,            0.030834,            0.010585,             0.75632,              0.7091,             0.76626,             0.49951,            0.032751,            0.018757,           0.0072006,            0.001981,            0.001981,            0.001981
                  83,            0.034283,             0.03043,            0.010625,             0.75562,               0.711,             0.76632,             0.49978,            0.032747,            0.018753,           0.0071945,            0.001882,            0.001882,            0.001882
                  84,            0.034336,            0.030522,            0.010279,             0.75601,             0.71074,             0.76634,             0.50021,            0.032741,            0.018749,           0.0071885,            0.001783,            0.001783,            0.001783
                  85,            0.034281,            0.030748,             0.01016,             0.75702,             0.71025,             0.76668,             0.50049,            0.032735,            0.018743,           0.0071849,            0.001684,            0.001684,            0.001684
                  86,             0.03396,             0.03065,           0.0098793,             0.75544,             0.71106,             0.76684,             0.50109,            0.032729,            0.018738,           0.0071831,            0.001585,            0.001585,            0.001585
                  87,            0.034114,            0.030231,            0.010183,             0.75609,              0.7107,             0.76719,             0.50133,            0.032727,            0.018731,           0.0071799,            0.001486,            0.001486,            0.001486
                  88,             0.03368,            0.030222,           0.0099406,             0.75412,             0.71159,             0.76733,              0.5015,            0.032723,            0.018727,           0.0071812,            0.001387,            0.001387,            0.001387
                  89,            0.033704,            0.030336,           0.0098345,             0.75324,             0.71107,             0.76742,             0.50158,            0.032717,            0.018722,           0.0071828,            0.001288,            0.001288,            0.001288
                  90,            0.033511,            0.030263,           0.0097163,             0.75527,             0.70924,             0.76731,             0.50162,             0.03271,            0.018719,           0.0071825,            0.001189,            0.001189,            0.001189
                  91,            0.033421,            0.030042,           0.0095897,             0.75574,             0.71022,              0.7677,             0.50176,            0.032706,            0.018716,           0.0071835,             0.00109,             0.00109,             0.00109
                  92,            0.033528,            0.029878,            0.009607,             0.75815,             0.70847,             0.76797,             0.50222,            0.032704,            0.018713,           0.0071865,            0.000991,            0.000991,            0.000991
                  93,             0.03334,              0.0301,            0.009294,             0.75623,             0.71132,             0.76824,             0.50253,            0.032701,             0.01871,           0.0071848,            0.000892,            0.000892,            0.000892
                  94,            0.033102,            0.029666,           0.0091962,             0.75437,             0.71224,             0.76836,             0.50258,            0.032699,            0.018706,           0.0071835,            0.000793,            0.000793,            0.000793
                  95,            0.032745,            0.029571,           0.0092589,             0.75145,             0.71551,             0.76877,             0.50273,            0.032696,            0.018703,             0.00718,            0.000694,            0.000694,            0.000694
                  96,            0.032771,             0.02967,            0.008981,             0.75307,             0.71366,             0.76882,             0.50276,            0.032695,            0.018701,           0.0071806,            0.000595,            0.000595,            0.000595
                  97,            0.032786,            0.029577,           0.0090178,             0.75006,              0.7158,             0.76914,             0.50327,            0.032693,            0.018699,           0.0071808,            0.000496,            0.000496,            0.000496
                  98,            0.032602,            0.029799,           0.0089367,             0.75038,             0.71723,             0.76928,             0.50367,            0.032693,            0.018699,           0.0071831,            0.000397,            0.000397,            0.000397
                  99,            0.032551,            0.029319,            0.008774,             0.74973,             0.71773,             0.76939,             0.50393,            0.032692,            0.018698,           0.0071855,            0.000298,            0.000298,            0.000298
